PostId,PostTypeId,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,ParentId,AcceptedAnswerId,Title,TagName
"77389667","1","2023-10-30 14:52:26","0","268","1","1","","","","Gitlab CI/CD AWS ECR authorization ""Error response from daemon: login attempt to https://XXXXXXXX failed with status: 400 Bad Request""","gitlab-ci"
"77389758","1","2023-10-30 15:04:49","0","163","0","1","","","","Jenkins: connect to AWS RDS","jenkins"
"77389822","1","2023-10-30 15:13:23","0","158","0","1","","","","Failed to deploy Next.js site on GitHub Pages","github-actions"
"77389968","1","2023-10-30 15:32:33","-1","122","1","0","","","77393552","Web Hook to Post data to an Incoming Service Connection Error (404) on Azure Devops On-Premise","azure-devops"
"77390151","1","2023-10-30 15:55:47","0","70","0","2","","","","Request for Assistance with CPAU command in azure pipeline","azure-devops"
"77390240","1","2023-10-30 16:08:48","0","73","0","1","","","","Jenkins Shared Library - Import a Shared Library inside another","jenkins"
"77391178","1","2023-10-30 18:49:19","0","36","0","0","","","","Can you start Jenkins jobs while using Google Login with API Tokens?","jenkins"
"77391436","1","2023-10-30 19:44:53","0","64","0","1","","","","Trouble with .Net ASP.Net MVC project and dotnet.yml build","github-actions"
"77391969","1","2023-10-30 21:33:39","1","1427","1","2","","","","How to specify the path in github actions for creating an artifact?","github-actions"
"77392311","1","2023-10-30 23:01:16","0","281","1","0","","","77393077","Should the IaC deployment be part of the CI build or the release?","azure-devops"
"77392347","1","2023-10-30 23:12:50","1","344","1","0","","","","Azure Cache task produces System.IO.FileNotFoundException: No matching files found for pattern","azure-devops"
"77392873","1","2023-10-31 02:34:26","1","150","1","0","","","77393762","How to pass storage account key to databricks parameter from Devops Pipeline","azure-devops"
"77393478","1","2023-10-31 05:42:23","1","180","0","2","","","","Using GITHUB_TOKEN inside Docker to run Maven on GHA","github-actions"
"77393569","1","2023-10-31 06:11:06","0","309","1","0","","","","SSIS DevOps Tools > sample JSON for SSIS Catalog Configuration Task is throwing error","azure-devops"
"77393767","1","2023-10-31 06:53:59","0","30","0","3","","","","Unable to resolve action back2code/ssh-key-to-gitsecret, repository not found","github-actions"
"77394008","1","2023-10-31 07:36:01","0","370","1","0","","","77426595","Jenkins CASC Folder Syntax: How to organise jobs into folders?","jenkins"
"77394175","1","2023-10-31 08:05:37","-2","210","1","2","","","","Pull request issue in merging into branch in Azure Devops","azure-devops"
"77394259","1","2023-10-31 08:18:56","0","211","1","0","","","","The syntax of the command is incorrect. The system cannot find the file specified. ##[error]Cmd.exe exited with code '1'. What could be the error?","azure-devops"
"77394357","1","2023-10-31 08:35:24","0","127","1","6","","","78389036","azure devops docker image prune does not work as expected","azure-devops"
"77394606","1","2023-10-31 09:12:38","0","56","2","1","","","","Running Test cases for Azure automatically","azure-devops"
"77395114","1","2023-10-31 10:30:28","0","194","1","0","","","77395417","GitHub Actions generated docker image results in ""Permission denied"" when running the image","github-actions"
"77395174","1","2023-10-31 10:38:22","0","131","1","2","","","","deploy php code from github to compute engine using GitHub Actions workflow","github-actions"
"77395402","1","2023-10-31 11:15:30","0","214","2","1","","","","Microsoft Azure DevOps Column Board mismatch with System.State","azure-devops"
"77395685","1","2023-10-31 11:58:17","0","257","1","2","","","","SQLPackage Deployment Failure","azure-devops"
"77395994","1","2023-10-31 12:42:14","0","695","2","1","","","","Azure Devops Terraform yaml confirm the apply command manually","azure-devops"
"77396175","1","2023-10-31 13:08:30","-2","206","1","1","","","77400064","How to host binaries in Azure Dev Ops","azure-devops"
"77396345","1","2023-10-31 13:29:14","0","209","1","1","","","77401145","Can't create new work item type states through Azure DevOps REST API","azure-devops"
"77397145","1","2023-10-31 15:19:28","1","554","1","0","","","","Running pipeline in AzureDevops gets 401 Unauthorized error","azure-devops"
"77397206","1","2023-10-31 15:27:02","1","226","0","1","","","","Code Coverage Report Seems Broken Like Without CSS","azure-devops"
"77397801","1","2023-10-31 16:52:29","0","163","1","4","","","77400650","What am I doing wrong moving this Azure Pipelines variable between stages?","azure-devops"
"77398801","1","2023-10-31 20:04:31","0","36","0","0","","","","gitlab pull npm packages node_modules from artifact without ping to npmjs.org","gitlab-ci"
"77399302","1","2023-10-31 22:03:31","0","40","0","2","","","","Jenkins Pipeline include stages in a body","jenkins"
"77399311","1","2023-10-31 22:05:33","0","69","2","2","","","77399472","Updating airgaped Azure devops git repository from a local git folder","azure-devops"
"77399673","1","2023-11-01 00:04:47","0","225","0","1","","","","NX build affected does not fail in GitHub workflow pipeline (but does locally)","github-actions"
"77400133","1","2023-11-01 03:07:43","0","358","1","1","","","77400643","In Azure DevOps Pipilines , unable to find docker file to build","azure-devops"
"77400295","1","2023-11-01 04:07:21","1","374","0","1","","","","GitLab Code Quality always display Code Quality hasn't changed","gitlab-ci"
"77400866","1","2023-11-01 06:59:53","0","783","2","0","","","77457719","##[warning]'git config --get remote.origin.url' failed with exit code: 1, output: '' - Azure Devops CI/CD Pipeline Permission Issue","azure-devops"
"77401094","1","2023-11-01 07:55:39","0","1102","1","11","","","","How can I connect to OpenVPN server using GitHub Actions workflow before connecting to an AWS remote server using SSH?","github-actions"
"77401183","1","2023-11-01 08:14:31","0","111","1","2","","","","While creating a pipeline in Azure DevOps I am not able to select the subscription option?","azure-devops"
"77401483","1","2023-11-01 09:12:45","0","2568","2","0","","","","The SonarCloud scan is analyzing the default master branch instead of the develop branch","azure-devops"
"77401701","1","2023-11-01 09:52:15","1","604","1","0","","","","Overriding ADF trigger runtime state parameter in Azure DevOps pipeline","azure-devops"
"77401873","1","2023-11-01 10:19:09","0","347","1","0","","","","Allure report always empty when test run from Jenkins","jenkins"
"77401950","1","2023-11-01 10:28:13","1","170","1","0","","","77416808","Report compiler warnings in Jenkins using CMake","jenkins"
"77402366","1","2023-11-01 11:43:40","0","800","1","2","","","77408349","How to Use ssh-keygen Generated SSH Key with SourceTree for Azure DevOps Repo","azure-devops"
"77402718","1","2023-11-01 12:43:12","0","65","1","2","","","","Visual Studio automatically excluding added files from Git for externally referenced project","azure-devops"
"77403128","1","2023-11-01 13:51:43","0","435","0","2","","","","Maven deploy fails with NoSuchMethodError: org.eclipse.aether.spi.connector.layout.RepositoryLayout.getChecksumAlgorithmFactories()Ljava/util/List;","jenkins"
"77403355","1","2023-11-01 14:28:07","0","550","1","0","","","77405038","How to run a service only once and use it in multiple jobs","gitlab-ci"
"77403545","1","2023-11-01 14:55:32","0","50","0","0","","","","Applicability of Jenkins Plugin VS Script","jenkins"
"77403619","1","2023-11-01 15:05:35","2","81","0","0","","","","How to Authenticate while restoring a private package in github actions","github-actions"
"77403654","1","2023-11-01 15:11:03","0","71","0","0","","","","Is it possible to use Jenkins Docker Agent with different AWS CLI credentials than host?","jenkins"
"77403819","1","2023-11-01 15:37:40","0","122","1","3","","","77456645","Azure pipelines unable to locate MIDL compiler","azure-devops"
"77405642","1","2023-11-01 21:14:02","0","49","0","0","","","","How to save file for input type ""file"" for Jenkins Active Choices reactive reference parameter plugin","jenkins"
"77406092","1","2023-11-01 23:04:19","1","203","1","0","","","77434717","Okta AD group not matching with Jenkins Role","jenkins"
"77406297","1","2023-11-02 00:21:23","-1","902","1","1","","","77415015","Adding Apple Account to XCode in Azure Pipeline","azure-devops"
"77406815","1","2023-11-02 03:46:21","1","752","0","0","","","","Git LFS Repo Fails To Checkout On Jenkins With Status Code 130","jenkins"
"77407422","1","2023-11-02 06:43:33","-1","677","1","2","","","77487302","Gitlab Runner can't use docker image from Nexus registry","gitlab-ci"
"77407465","1","2023-11-02 06:52:36","1","1162","1","0","","","77407497","Entra Role - Azure DevOps Administrator","azure-devops"
"77407743","1","2023-11-02 07:47:18","0","592","1","0","","","77408118","Azure devops build validation central repository pipeline - multiple repository","azure-devops"
"77407968","1","2023-11-02 08:29:07","1","183","0","6","","","","Automatic release using gitlab-runner and docker","gitlab-ci"
"77408019","1","2023-11-02 08:36:11","-1","281","1","0","","","77408954","Azure Pipeline WebHook Resource Filter to Accept Multiple Values for a Path?","azure-devops"
"77408308","1","2023-11-02 09:19:14","1","204","0","4","","","","ModuleNotFoundError: No module named 'backports'","github-actions"
"77408359","1","2023-11-02 09:26:24","1","623","1","0","","","","Using Xamarin on macOS-13 Azure DevOps Build Agents","azure-devops"
"77408385","1","2023-11-02 09:30:12","0","255","0","7","","","","access Terraform environment variables within Github Actions","github-actions"
"77408398","1","2023-11-02 09:31:37","0","154","1","0","","","","Run a Gitlab-ci job on runner from Jenkins pipeline stage","gitlab-ci"
"77408567","1","2023-11-02 09:54:12","0","279","0","0","","","","Dynamically set socat container IP address in Jenkins Docker Host URI","jenkins"
"77408681","1","2023-11-02 10:08:14","0","640","1","3","","","","AzureDevOps net6.0-android Failing with XA5207: Could not find android.jar for API level 31","azure-devops"
"77408923","1","2023-11-02 10:42:13","0","70","1","3","","","","Can it be possible to add comment with some other user's name in workitem of Azure DevOps using REST API?","azure-devops"
"77408975","1","2023-11-02 10:52:04","0","282","1","2","","","77476846","Installing Jenkins on Kubernetes behind corporate proxy","jenkins"
"77409043","1","2023-11-02 11:00:57","0","155","1","1","","","","GitHub Pages does not update when the branch is updated from within GH Actions","github-actions"
"77409330","1","2023-11-02 11:50:09","0","108","1","0","","","77414083","How do I get azure DevOps to put the cloudflare url in a PR comment","azure-devops"
"77409455","1","2023-11-02 12:12:52","1","99","0","2","","","","How to name a BrowserStack session with Cucumber Scenario name?","jenkins"
"77410054","1","2023-11-02 13:37:21","0","192","1","2","","","","Azure Terraform: Datasource external produces weird error","azure-devops"
"77410064","1","2023-11-02 13:38:45","0","72","1","7","","","","find difference between current and last revision in azure devops repo giving error","azure-devops"
"77410107","1","2023-11-02 13:44:40","0","21","0","0","","","","Cannot set-up Github server in the System configuration section of Jenkins","jenkins"
"77410130","1","2023-11-02 13:48:35","0","74","0","0","","","","SonarQube integration in Android Project error's","gitlab-ci"
"77410206","1","2023-11-02 13:58:08","0","241","1","1","","","","Is there a way to change SwiftLint version in an Azure DevOps pipeline?","azure-devops"
"77410212","1","2023-11-02 13:59:16","1","177","1","0","","","","How to pass system variables to container job? (Azure DevOps)","azure-devops"
"77410505","1","2023-11-02 14:39:49","-1","263","1","2","","","","Azure Dev Ops - Sentry integration - How does it work","azure-devops"
"77410983","1","2023-11-02 15:41:29","0","30","0","0","","","","The status checking doesn't rerun when apps/github_actions reopened the pull request","github-actions"
"77410985","1","2023-11-02 15:41:32","0","40","1","1","","","","Dev versioning multiple branch","jenkins"
"77410987","1","2023-11-02 15:41:51","0","25","0","0","","","","I have a pipeline in Jenkins that have 14 stages, and I want to POST the duration, the result and the name of each stage into Graylog. How can I do?","jenkins"
"77411055","1","2023-11-02 15:49:19","-1","124","2","0","","","","Gitlab build stage: Errors/Warnings during make process for segments of code which supposed to be inactive","gitlab-ci"
"77411184","1","2023-11-02 16:06:28","0","135","1","0","","","77411317","In Jenkins pipeline, how to display a Groovy map's contents in an email body?","jenkins"
"77411191","1","2023-11-02 16:07:31","-1","667","1","1","","","77413760","Azure pipeline build name (Last commit)","azure-devops"
"77411422","1","2023-11-02 16:42:18","0","298","1","0","","","","Jenkins: Unexpected AbortException after End of Pipeline","jenkins"
"77411488","1","2023-11-02 16:51:28","0","89","0","0","","","","Local firebase and GitHub action Firebase functions deployment behave differently","github-actions"
"77411619","1","2023-11-02 17:13:31","0","25","1","0","","","","Jenkins doesn't catch timezone of my base OS","jenkins"
"77411686","1","2023-11-02 17:26:30","0","34","0","3","","","","Expressions in path filter","github-actions"
"77411857","1","2023-11-02 17:55:13","0","213","1","4","","","77415259","In Jenkins, how can I disable a job's ""Discard old builds"" via pipeline code?","jenkins"
"77412603","1","2023-11-02 20:10:11","0","378","1","2","","","77413045","How to dynamically set the display name of a task based on a variable inside azure-pipelines.yml","azure-devops"
"77412720","1","2023-11-02 20:32:05","1","146","1","1","","","77415187","Azure DevOps: Is it possible it get the source version of all repositories in build?","azure-devops"
"77412929","1","2023-11-02 21:13:53","1","31","0","0","","","","gitlab removes random letter from pipline","gitlab-ci"
"77413322","1","2023-11-02 22:55:12","0","23","0","1","","","","Problem with github workflow installing package from repo using branch","github-actions"
"77413372","1","2023-11-02 23:10:02","0","392","1","0","","","","Running gitlab pipeline with jdk17, gradle and docker, docker command not found on test stage","gitlab-ci"
"77413373","1","2023-11-02 23:10:32","0","2022","1","2","","","","How can I clone all the repositories of an Azure project?","azure-devops"
"77413416","1","2023-11-02 23:25:18","0","568","1","2","","","77419159","Is there a way to remove Jobs/Pipelines from a Jenkins Multibranch pipeline item without deleting the branch in the SCM?","jenkins"
"77413631","1","2023-11-03 00:52:10","-1","42","1","2","","","","How to build thirdparty library in submodule with gitlab-ci only when the submodule has changed?","gitlab-ci"
"77413978","1","2023-11-03 03:08:35","0","609","2","0","","","","Function creation failed because the function already exists - Creating Lambda function through serverless.yml Github Action","github-actions"
"77414100","1","2023-11-03 03:52:18","0","972","0","2","","","","Azure DevOps pipeline use yaml from another repo with dynamic branch","azure-devops"
"77414299","1","2023-11-03 05:05:24","0","271","0","0","","","","""prometheus"" error during Jenkins helm install","jenkins"
"77414731","1","2023-11-03 07:03:57","0","63","1","3","","","77598735","Run ""docker build"" command in a Gitlab Pipeline","gitlab-ci"
"77414855","1","2023-11-03 07:27:07","-1","139","1","0","","","77415385","Azure DevOps - Decode ACE permission bits","azure-devops"
"77414926","1","2023-11-03 07:42:31","0","797","1","2","","","","How to set a CI-Variable for a Merge-Request Pipeline","gitlab-ci"
"77415166","1","2023-11-03 08:29:51","0","18","0","0","","","","remove duplicate script from github actions without using steps","github-actions"
"77415300","1","2023-11-03 08:53:30","0","563","2","2","","","77415536","Github Action fails on Laravel project","github-actions"
"77415614","1","2023-11-03 09:42:53","0","14","0","0","","","","Getting Auth error while connecting Jenkins job to Puppet master server","jenkins"
"77415770","1","2023-11-03 10:05:49","-1","284","1","4","","","77416526","Is it possible to use a JSON Web Token/JWT in a pip.conf file?","azure-devops"
"77415907","1","2023-11-03 10:27:11","0","83","0","2","","","","Which artifact file types are opened and which are downloaded?","gitlab-ci"
"77416102","1","2023-11-03 10:54:18","0","137","1","0","","","77419039","Does Docker need to be installed ona Windows server that's hosting a GitLab CICD runner?","gitlab-ci"
"77416456","1","2023-11-03 11:53:02","-1","38","1","0","","","","In Jenkins, how can I configure the build to fail when error codes fall within the range of 206 to 599 in JMeter performance tests","jenkins"
"77416541","1","2023-11-03 12:05:19","-1","2219","2","6","","","77436820","Azure Devops - Conditions issues in azure pipelines","azure-devops"
"77417052","1","2023-11-03 13:31:28","0","35","1","0","","","77417077","Inviting user with personal account to collaborate on a organization repository","github-actions"
"77417073","1","2023-11-03 13:35:34","0","501","1","0","","","","Is it possible to migrate Artifacts from one Organization to another?","azure-devops"
"77417711","1","2023-11-03 15:03:35","1","551","1","1","","","","How can I use the GitHub CLI to download a release from a private repo?","github-actions"
"77417803","1","2023-11-03 15:15:57","1","165","1","1","","","","How to disable the Dual MFA from the users account?","azure-devops"
"77417815","1","2023-11-03 15:16:54","0","98","1","8","","","","if else condition is not working in Jenkinsfile","jenkins"
"77417919","1","2023-11-03 15:30:46","1","68","0","1","","","","Need help creating a Jenkins pipeline script to automatically re-submit job upon encountering specific failures in Python code","jenkins"
"77417966","1","2023-11-03 15:37:12","0","197","0","0","","","","Github Actions Workflows keeps on running for an infinite time until fails","github-actions"
"77417981","1","2023-11-03 15:39:14","0","171","1","0","","","","Python_Gitlab How to extract string from the output of ProjectJob.trace API call","gitlab-ci"
"77418198","1","2023-11-03 16:13:27","0","1229","1","2","","","","How often does Dependabot check for new vulnerabilities?","github-actions"
"77418345","1","2023-11-03 16:35:19","0","26","0","0","","","","package-lock.json is being overwritten after `npm i --production` but to lockfileVersion 1, when using Node 18","jenkins"
"77418408","1","2023-11-03 16:46:20","0","257","1","0","","","77435317","How to export Azure DevOps Services Branch Compare result?","azure-devops"
"77418616","1","2023-11-03 17:23:24","0","124","1","0","","","","I already have a static website on gitlab can I deploy it on an azure statis web app using azure devops?","azure-devops"
"77418900","1","2023-11-03 18:15:09","0","121","0","6","","","","Azure Dev Ops not sending email notifications","azure-devops"
"77419035","1","2023-11-03 18:44:32","0","89","1","1","","","77440075","Cannot use INSTALL_ROOT with qmake on Azure DevOps Pipelines in Windows Agent","azure-devops"
"77419338","1","2023-11-03 19:48:44","0","967","1","1","","","","How to run a built .NET 7.0 console app in Azure DevOps build pipline","azure-devops"
"77419401","1","2023-11-03 19:59:05","2","664","1","0","","","","403 Forbidden When Pushing Docker Image to GitHub Registry (ghcr.io)","github-actions"
"77419487","1","2023-11-03 20:19:54","0","1615","2","0","","","77440067","How to use azure key vault with github actions?","github-actions"
"77419507","1","2023-11-03 20:22:51","0","239","1","0","","","77419508","Trigger / queue build policy pipeline on ADO PR with Azure CLI","azure-devops"
"77419604","1","2023-11-03 20:45:04","0","78","0","1","","","","simple github actions workflow to run nuget does not work: unable to get local issuer certificate","github-actions"
"77419614","1","2023-11-03 20:47:30","-2","437","1","2","","","77419645","Why can't I download Git and Github desktop on my system?","github-actions"
"77420067","1","2023-11-03 22:50:31","0","255","2","0","","","","How can I create Build Validations on Azure DevOps branch policies for forks?","azure-devops"
"77420097","1","2023-11-03 22:59:45","1","315","0","0","","","","run a parallel thread in a pipeline that does not appear to be a stage or a closure","jenkins"
"77421142","1","2023-11-04 07:34:59","0","95","0","0","","","","Github Action Mkdocs with Aws-Cdk","github-actions"
"77421690","1","2023-11-04 10:43:24","0","90","0","0","","","","Flutter CI/CD No space left on device","gitlab-ci"
"77422113","1","2023-11-04 13:01:58","1","301","0","6","","","","Run docker commands in pipeline build by docker agent with jenkins master running as container","jenkins"
"77422239","1","2023-11-04 13:39:07","0","711","2","6","","","","Azure Devops Pipeline failed when running Terraform Apply","azure-devops"
"77422603","1","2023-11-04 15:14:25","0","201","0","2","","","","Updating the versioning of the Azure DevOps extension","azure-devops"
"77423857","1","2023-11-04 21:16:50","1","161","1","3","","","77424986","Automatically update a dockerfile when new versions of the base image are available","github-actions"
"77424700","1","2023-11-05 04:26:14","0","84","0","8","","","","How to install Boost and use with pybind11","github-actions"
"77425766","1","2023-11-05 11:44:53","0","260","1","1","","","","How to find out how many times a job of a gitlab-ci file has been used?","gitlab-ci"
"77426997","1","2023-11-05 17:37:22","0","132","0","11","","","","How to apply a pre-deployment gate to check the release execution current time vs the scheduled time in ServiceNow?","azure-devops"
"77427010","1","2023-11-05 17:40:59","1","1378","2","2","","","77445609","How to clear GitHub caches in workflow using gh?","github-actions"
"77427581","1","2023-11-05 20:33:37","0","69","0","0","","","","PMD java Scan report Github actions workflow","github-actions"
"77427742","1","2023-11-05 21:32:15","0","23","0","0","","","","Skip Travis stage if PR does not contain changes to certain path","travis-ci"
"77428910","1","2023-11-06 05:24:39","0","64","0","0","","","","Create a issue or bug in JIRA using jenkins pipeline whenever test cases fails","jenkins"
"77429300","1","2023-11-06 07:08:31","0","22","0","0","","","","jenkins pipeline failure to run ant","jenkins"
"77429518","1","2023-11-06 07:49:22","0","164","0","0","","","","Gitlab. How to provide values for property ""options"" from file include?","gitlab-ci"
"77429542","1","2023-11-06 07:52:49","4","623","0","1","","","","Any workaround to access protected variables inside merge request pipeline?","gitlab-ci"
"77429706","1","2023-11-06 08:24:34","1","168","0","0","","","","How to Create Multiple runners for different flutter versions?","gitlab-ci"
"77429820","1","2023-11-06 08:48:16","0","1760","2","1","","","77431262","AzureDevOps Install Android Version from Pipeline","azure-devops"
"77429849","1","2023-11-06 08:53:22","0","56","1","0","","","","gitla-ci: use a counter as a variable in scheduler","gitlab-ci"
"77430588","1","2023-11-06 11:02:03","0","449","1","8","","","","terraform module source variable","gitlab-ci"
"77430632","1","2023-11-06 11:10:22","0","110","0","1","","","","Use Dependabot to update action versions when changes are made on a template repository","github-actions"
"77430649","1","2023-11-06 11:13:10","-1","708","1","1","","","77431827","Automatically copy the databricks notebook from Azure devops main repo to Workspace /live folder using Azure Devops","azure-devops"
"77430730","1","2023-11-06 11:26:59","2","347","1","0","","","","How to test an iOS app using the `xcodebuild` command which uses the OpenAPIGenerator Plugin?","github-actions"
"77430885","1","2023-11-06 11:52:30","0","374","1","1","","","77434194","AzureDevOps pipeline triggers other pipelines after change?","azure-devops"
"77430997","1","2023-11-06 12:12:41","0","152","0","3","","","","How to make a prod and dev environment in a DigitalOcean droplet","github-actions"
"77431102","1","2023-11-06 12:30:19","-1","1042","1","3","","","77457944","##[error]ENOENT: no such file or directory, stat '/Scripts/Deploy/Deploy-PolicyPlan.ps1'","azure-devops"
"77431173","1","2023-11-06 12:43:00","0","1232","1","0","","","","GitLab CI/CD | How to Update a txt-File from a job within a pipeline","gitlab-ci"
"77431179","1","2023-11-06 12:44:24","2","502","1","2","","","77439088","Angular deploy to Azure static web apps not working","github-actions"
"77431209","1","2023-11-06 12:49:11","0","279","2","0","","","77443752","Managing Environment-Specific Property Files across stages with Azure DevOps Pipeline Overrides them on stages","azure-devops"
"77431370","1","2023-11-06 13:14:57","-1","101","1","0","","","","How to Install ASP.NET core scanner for aws linux 2","azure-devops"
"77431412","1","2023-11-06 13:20:57","0","522","0","0","","","","Gitlab Runner - Is it possible to use a PVC for ephemeral storage and if so which path should I target?","gitlab-ci"
"77431467","1","2023-11-06 13:32:23","0","184","1","3","","","","iOS - Remove .docc files before running CI pipeline from Swift Packages","azure-devops"
"77431833","1","2023-11-06 14:20:55","1","594","1","1","","","77432566","Azure DevOps: Can not load nuget package from feed in Azure Pipeline if feed name is used","azure-devops"
"77432110","1","2023-11-06 15:02:22","0","81","0","0","","","","""fatal error C1902: Program database manager mismatch; please check your installation "" on Cygwin Jenkins Agent via SSH","jenkins"
"77432157","1","2023-11-06 15:10:40","0","83","1","0","","","","Azure DevOps - Work item types dissapearing from Sprint Taskboard","azure-devops"
"77432164","1","2023-11-06 15:11:16","-1","71","1","0","","","","Cannot activate venv inside Jenkinsfile on Windows","jenkins"
"77432240","1","2023-11-06 15:22:09","0","491","1","0","","","77457880","Adding multiple reference parameter for a single active choice parameter in Jenkins","jenkins"
"77432632","1","2023-11-06 16:19:20","0","763","2","2","","","","Azure DevOps classic pipeline NuGet not restoring latest package version","azure-devops"
"77432740","1","2023-11-06 16:36:15","0","395","1","2","","","","self-hosted CI/CD runners and agents with Azure Container Apps jobs is failing with error ""Job has reached the specified backoff limit""","azure-devops"
"77432972","1","2023-11-06 17:07:21","0","1867","1","4","","","","Jenkins pipeline how to run build job with parameters from variables","jenkins"
"77433103","1","2023-11-06 17:30:51","0","73","0","0","","","","Bicep Azure B2C Deployment via Github Actions","github-actions"
"77433427","1","2023-11-06 18:31:39","0","4679","2","0","","","","Why do bypass settings in Github Actions rulesets not apply?","github-actions"
"77433666","1","2023-11-06 19:12:14","0","445","1","0","","","","Azure Devops IIS Web Deploy stopped working on one server. What did I break?","azure-devops"
"77433730","1","2023-11-06 19:23:04","0","123","0","1","","","","Jenkins master node is rejecting connection with agent node","jenkins"
"77434172","1","2023-11-06 20:49:34","0","29","0","0","","","","GitLab CI failing after turning it off then on on a project","gitlab-ci"
"77434266","1","2023-11-06 21:09:47","0","112","0","1","","","","AzureDevOps Self Hosted Git TCP Connection Reset","azure-devops"
"77434398","1","2023-11-06 21:41:44","1","143","0","3","","","","Why are there several minutes between steps in my Jenkins build?","jenkins"
"77434476","1","2023-11-06 22:04:15","0","1260","2","2","","","78618656","Azure Container Apps using key vault secrets","azure-devops"
"77434501","1","2023-11-06 22:10:13","-2","443","1","2","","","","""Use workflow from"" dropdown","github-actions"
"77435235","1","2023-11-07 02:31:57","1","219","1","4","","","","How to skip ""Adding ACLs for Paths"" step in Azure Release Pipeline","azure-devops"
"77435704","1","2023-11-07 05:13:33","1","1072","1","2","","","","How to store the output of a step as an env_variable in github actions","github-actions"
"77436417","1","2023-11-07 07:56:45","0","570","1","0","","","77436602","Github Workflow Actions: git@github.com: Permission denied (publickey)","github-actions"
"77436537","1","2023-11-07 08:18:05","1","103","0","2","","","","Unable to push UWP application to Microsoft Store flight","azure-devops"
"77436897","1","2023-11-07 09:13:15","0","393","1","1","","","","How do I allow GitHub secrets only in main branch","github-actions"
"77436919","1","2023-11-07 09:16:48","0","304","1","0","","","77438976","Could not connect to Uipath Orchestrator from Azure DevOps Pipeline","azure-devops"
"77436953","1","2023-11-07 09:21:26","0","44","1","0","","","","How to fetch the build parameters of a job that is in running state?","jenkins"
"77437159","1","2023-11-07 09:49:01","-1","71","2","1","","","","Is it possible with GIT ignore a single file from one ORIGIN and not in others ORIGINs","gitlab-ci"
"77437179","1","2023-11-07 09:51:09","0","141","2","0","","","77440986","How to append to PYTHONPATH on a Windows runner?","github-actions"
"77437412","1","2023-11-07 10:25:05","1","71","1","0","","","","Cypress tests executed via Azure pipeline don't have access to internally hosted test website","azure-devops"
"77437463","1","2023-11-07 10:31:09","0","569","1","2","","","77690681","Get a gitlab-ci pipeline execution status with curl in jenkins pipeline stage","jenkins"
"77437909","1","2023-11-07 11:37:13","1","451","1","7","","","","How to upload files from Azure Pipeline published artifact to remote WAS Server using Azure releases?","azure-devops"
"77438090","1","2023-11-07 12:06:11","1","587","2","0","","","","How to copy all policies from one branch to another on Azure Devops with Az Cli","azure-devops"
"77438127","1","2023-11-07 12:12:15","0","41","0","1","","","","Create Service account using Jenkins on any server","jenkins"
"77438186","1","2023-11-07 12:24:18","0","124","1","0","","","77442833","How do I get the Cloudflare url in an Azure DevOps Pipeline","azure-devops"
"77438279","1","2023-11-07 12:39:13","0","373","0","1","","","","How can I take a JSON string output from `actions/github-script` action?","github-actions"
"77438683","1","2023-11-07 13:38:33","0","88","1","10","","","77439202","Is there a way to have the name of the source branch in the push event in GitHub Actions?","github-actions"
"77438757","1","2023-11-07 13:48:54","1","54","1","0","","","77443361","Why when I run tf.exe unshelve /migrate between branches, it changes my file move operations into file add?","azure-devops"
"77439465","1","2023-11-07 15:24:05","1","104","0","0","","","","codesign java aplication with jpackage on MacOs using Jenkins node","jenkins"
"77439579","1","2023-11-07 15:42:07","0","67","1","0","","","77442761","Azure Devops 2 webservices in one solution (and one repository)","azure-devops"
"77439861","1","2023-11-07 16:21:08","0","293","1","9","","","","Push from GitHub Actions did not trigger a workflow","github-actions"
"77440165","1","2023-11-07 17:05:55","-2","118","1","1","","","","Pipeline failing with error ""The term 'git' is not recognized as the name of a cmdlet...""","gitlab-ci"
"77440360","1","2023-11-07 17:43:26","1","376","0","5","","","","Jenkins - failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:compile (but if I click on ""compile"" in IntelliJ it works)","jenkins"
"77440988","1","2023-11-07 19:34:20","-1","637","1","1","","","","I am unable to see(drop down) available resource groups under subscription in ARM template deployment in azure devops release pipleline task","azure-devops"
"77441410","1","2023-11-07 20:53:31","0","463","1","3","","","77475644","Can't publish scoped NPM package in the private GH registry using GITHUB_TOKEN or PAT","github-actions"
"77441493","1","2023-11-07 21:11:14","0","357","1","1","","","77444640","Can't Find Where the Invalid Database Platform Service is Being Configured","azure-devops"
"77441588","1","2023-11-07 21:28:47","0","64","0","4","","","","Unable to setup Java home","gitlab-ci"
"77441758","1","2023-11-07 22:08:16","-1","180","1","1","","","","Azure devops cicd my sql release pipeline failing","azure-devops"
"77442585","1","2023-11-08 02:52:10","0","129","1","0","","","77443277","Azure Devops - extending from template using source pipeline branch","azure-devops"
"77443520","1","2023-11-08 07:23:18","0","50","0","3","","","","GitLab: Builds on protected branches slower than unprotected branches","gitlab-ci"
"77443685","1","2023-11-08 07:51:10","0","201","0","1","","","","Calling Tosca CI using following command from Jenkins Execute Windows batch command getting API not initialized error","jenkins"
"77443832","1","2023-11-08 08:15:33","0","57","0","5","","","","git clone authentication failed when AD auth changed","azure-devops"
